4305	399
19803	25
24193	3245
9341	153
9765	6233
12605	31
22313	789
261	7
8903	22791
19207	355
23911	2255
29669	12147
11961	713
15335	779
13585	71
19091	3081
18279	517
21183	20615
13017	3179
14293	2681
11063	17
5599	6529
15195	4951
18853	1113
12643	5413
9579	1
10089	5
11949	1645
27407	6337
23333	2149
24599	1237
5	27307
5789	467
13021	5009
8093	187
9983	26257
4653	2827
16069	1241
8143	847
9259	2683
23145	229
17909	2521
9451	5175
16059	577
13541	173
9813	3487
15857	931
17237	1
1535	4455
15313	1361
1175	5
3637	781
14377	11113
18023	1697
19587	5045
25285	2009
14313	1621
24195	1
14387	1325
8671	23841
8221	5833
3475	41
27069	27069
10523	1945
10077	1
7917	27599
9773	1375
1749	7
5085	1055
27289	1967
3237	3
7987	3977
12071	111
9629	61
28403	14763
5373	83
3885	5581
16205	3599
21909	117
9717	17649
23309	14695
22471	63
6127	3313
9851	483
9483	4601
21859	12967
15261	2433
8165	2705
17045	8237
6115	2325
5877	1
11237	1715
10933	4541
1507	85
7203	1107
2491	3
8579	1
20001	27749
21831	2689
7761	421
14555	509
17269	1
18587	1
3447	1689
5217	6647
11077	865
10881	2035
27247	2287
8151	731
19255	27239
24245	5175
8967	2975
13637	8521
17261	1657
6343	2067
24113	4189
18813	615
3937	667
13525	5675
17817	3369
17993	2791
13937	887
18743	637
14409	1055
26527	26493
8565	325
19167	23737
25063	2495
9249	4303
9219	613
19107	2255
10889	10887
23093	23159
17947	7943
4615	135
10037	113
9645	45
4497	1
18621	3321
4633	1855
12643	441
24665	18705
12621	177
13957	3067
5791	715
8445	3195
11467	2475
15011	109
21125	5841
1421	18859
10331	107
7285	335
17719	63
19807	587
23553	11799
9351	1937
11505	2073
6395	1935
22903	1923
28095	29263
20443	817
10801	7835
19827	679
11365	269
4397	3
12491	4437
6277	11813
3587	587
8667	937
14593	3695
20891	2125
8017	6983
4679	247
27409	11683
18223	1
14669	3395
25173	875
25819	1
19879	397
2309	343
18755	4215
14133	16413
2943	123
8669	1013
24259	3555
11959	1
29355	281
26139	26929
10425	23847
10873	1735
27161	1075
20247	9449
20345	247
487	5
23061	677
17683	2507
887	3
5231	9465
8319	289
15271	14063
5471	1073
15971	739
8711	1329
2793	5
3181	1
26739	11821
18359	4847
15267	1917
15205	24637
14963	59
12783	11
17927	241
19129	155
4597	3425
15145	703
27233	14467
13635	5
8389	2025
8189	10831
19661	651
21397	6637
15407	1897
11273	1
20213	16781
5665	3463
17695	1
9875	1
5733	2107
4145	2219
24183	469
13285	2235
22483	29907
6869	2107
8187	1519
22583	1541
28225	2993
