26658	29929
16756	25041
24448	18315
5128	3443
18448	20675
7506	19077
26402	25329
3896	2267
3658	4191
15890	23085
23232	6255
14932	15249
692	5853
10818	8025
16148	18809
4558	2869
6358	11259
252	327
28376	29367
26322	20467
21850	21671
27952	15259
22728	15541
8456	9475
29862	29351
3064	2939
11834	6061
812	739
13918	27167
6472	27191
3378	5559
19652	23149
834	1917
27846	18443
4040	20471
25712	22311
28866	26239
29856	23429
14544	10741
8476	14483
18488	12477
9602	7387
28726	23633
19856	28299
14332	8553
42	53
27692	18453
2124	3069
26612	11145
8752	8387
15900	6315
5786	8723
25606	24579
14058	15473
24612	8661
14288	27243
13382	12897
10790	23755
17902	11983
22454	21805
10634	26297
8182	16011
25880	9977
24362	28123
3458	4355
20320	13253
29014	27475
27484	14125
3996	10813
22540	11199
14990	21097
9584	23487
14618	1209
14790	23889
17524	13073
24858	14785
15132	28383
11208	16829
10072	7785
28176	25787
19266	26923
21116	13509
21020	6765
15896	15783
27540	17297
16118	18253
16086	9451
14884	21029
10722	27173
25960	17797
28674	13795
13558	16809
22126	13535
11154	28559
4446	3791
27042	28623
19064	20863
24430	13215
29992	27817
9560	6471
6240	20847
14712	10029
13818	20045
29404	20325
24828	24423
2760	3963
7276	5725
4968	3193
6138	5067
16388	15515
5214	5605
23862	28051
3246	2737
7958	20895
2764	2735
23772	8907
16476	21701
3920	2445
18474	18455
16398	22441
8988	3671
21166	18039
18120	27083
8126	13627
16380	25589
23546	18977
1470	79
3398	3261
8856	6341
7860	10895
8682	26745
12898	13445
17662	26575
17972	26349
7462	9729
23266	6569
10958	27831
22116	19659
11522	9753
20496	14279
4932	11019
7908	9463
20634	28979
28040	16679
24834	4001
12600	13609
5684	17885
2300	16663
18342	9653
27420	15479
2744	24199
2064	15815
9828	8513
15926	17387
24350	19449
13172	20375
12242	13587
23756	22533
390	27069
24684	13937
4640	4053
23294	29405
9544	6767
14484	28233
19936	21015
29170	19013
28552	27245
11972	9143
8850	7289
19074	11085
136	1083
9926	20239
11598	21375
4218	8545
1556	18435
23338	28461
19066	14119
4918	17933
14956	23195
26528	23829
13034	10415
16182	9795
7184	5961
262	4517
20748	14695
15084	14747
10684	15839
13448	22275
11850	10753
9084	8247
17932	15071
13002	17307
26208	22377
1828	989
11150	22549
29084	20641
10090	9013
29442	17371
7218	18599
5558	4323
10422	17995
27778	26661
28740	25921
16906	16689
19738	3615
10128	8105
20112	11031
14622	9685
15582	19253
11052	25231
14898	16717
8630	18153
6788	4903
13660	22285
24714	24961
23254	11453
24738	16061
22398	15651
7792	12915
7762	20069
23428	17567
2990	5353
14400	28203
17106	11991
15406	19657
23518	6111
15386	9455
16346	17237
4230	25983
18904	19905
29180	19525
404	11265
8278	12341
5588	4555
1512	1031
5050	3025
12292	14015
15170	6673
9692	20327
24048	17619
18104	16349
2134	4219
14072	3413
14246	8673
6400	29467
12144	14803
21738	21631
26620	7117
2192	1781
28316	25269
29122	23273
7116	3847
2942	5241
10308	6543
6958	17311
23162	26931
9130	10863
2936	8437
3682	11123
27598	25633
17552	25993
25752	16739
15874	11959
19478	16593
3972	25893
3014	4877
11178	4775
8870	3427
13176	27963
22330	12039
9694	20517
18364	29509
21472	27513
19078	12993
8756	26621
16912	24541
4886	12699
17078	22021
7784	3843
7172	16071
832	5193
24328	15129
3402	3559
5374	6225
28240	23707
130	257
21368	28567
15082	4009
13322	27175
6348	27699
6464	8471
3410	3655
5100	22269
1394	2289
28434	8745
23532	22155
29988	10061
15578	25999
2864	2645
1312	3135
1630	1711
29370	11863
25706	17895
6052	18027
7758	12979
4422	22931
6768	14093
22140	24125
7708	10243
5012	25861
12368	17409
21824	19755
6218	18993
15012	18799
16480	13203
3836	3573
7802	26179
11588	16261
12398	26551
2774	7253
4312	5075
7626	16413
16930	26435
19678	19699
20952	19711
21698	6487
3692	5035
1958	23891
7330	3389
23580	17993
13244	24801
24736	19035
2950	7459
17004	24517
15836	7327
23240	6807
29114	6593
21686	26365
29496	25315
29582	21649
6688	6821
5502	24831
394	2369
18702	20715
20912	14639
16066	13387
12290	7845
12764	18933
10896	28323
8588	7897
16812	24361
13262	28027
2692	9767
10614	7453
5720	9031
27492	24723
4652	3951
18820	19931
7712	7163
22150	12617
16126	24137
19172	28163
22518	23511
1642	1071
9726	18699
23160	26687
1134	1179
19664	6519
10264	20741
4220	5363
2674	2549
23112	10407
15760	28683
23394	13785
46	71
8358	8675
16046	9529
22406	25971
13028	5373
12980	10961
20286	27371
17254	20489
21304	24353
26906	29899
2730	7513
16852	9053
11300	7379
28838	17589
6106	19073
12788	5359
9306	9251
26044	17091
5540	14255
8036	9309
3708	4209
17108	11907
12988	13493
3512	3335
2448	25899
22542	8933
2372	2331
2194	1663
5862	2657
18518	24285
27850	17779
18936	16507
24946	22585
11786	10523
11518	15417
22828	23151
23570	25973
18100	13855
18868	7833
21628	19487
22434	10661
22876	2607
27080	19549
25550	28049
8150	9515
14918	16733
3422	3673
22310	14937
13130	12107
8700	22775
16580	12727
17698	22141
11114	23449
7168	12531
1316	1155
25794	16087
15904	19463
6184	23549
7486	26775
26860	10699
21694	23915
13208	28009
4084	4465
2088	1399
4540	24915
23760	17967
8764	18381
12568	20121
28034	20491
28882	23261
22314	8399
15216	15419
4080	2315
11730	16129
12574	1609
9606	18687
19110	15757
27886	29493
666	637
22388	27621
20700	4661
27060	22967
15248	12621
3608	9039
6622	19997
22740	11039
3454	2185
25470	25111
22990	21469
27878	18257
25686	29827
5754	16581
18592	24553
15030	2187
24094	23283
20056	25187
16720	18105
1010	2363
22170	22177
6568	11721
25798	27479
18330	21435
10638	24665
27716	18825
336	303
4104	3531
3188	4977
25446	12729
8976	12723
4874	27599
5246	3295
29454	24099
18204	17829
22852	18331
8758	5417
11872	9391
11736	29203
12054	28681
6080	27093
10596	8901
17306	27899
21054	26137
12562	9859
22030	17099
15510	8477
20118	28339
8820	9217
24700	22985
5602	8013
60	75
17076	28903
8426	9157
13828	28117
21574	22431
23444	4945
29488	27783
24646	14127
3408	2333
1258	4211
23074	13259
21974	28737
28392	11117
28380	17145
1324	975
18408	12377
12180	19641
17322	29893
1218	2125
23094	25851
10960	3897
25378	5331
8334	19939
8380	11503
28918	23243
9780	10495
24422	14797
4986	19005
19102	14121
1166	1293
4662	2101
25954	28379
12358	21785
25132	26557
14322	23189
22090	10227
14876	6571
4970	2175
264	199
12506	11133
18870	7923
5934	7257
10824	2279
19706	25105
16138	23483
5500	3747
4018	29835
28892	18225
9994	15639
24574	5733
28386	25819
13670	16445
29750	21793
12372	11681
4720	7081
29300	28235
25488	22633
24824	24055
18954	12381
1796	1961
3916	4935
14392	29629
14542	27121
10870	10295
2112	22341
7706	6595
3382	2631
22980	17463
28800	19521
28410	18317
6766	7041
21038	28513
570	547
19996	19565
4108	18781
24518	26077
3354	3089
28442	21981
2022	3485
26002	28389
14326	23489
5578	6089
10776	24427
19890	21005
24124	12955
1418	14753
14806	23401
5474	2641
26032	16795
20384	7017
23792	14017
2186	2131
22626	13591
29390	19243
15968	24181
16794	11307
18066	16247
27632	14131
4430	5685
12436	27551
24418	11491
13890	9051
12880	21315
26462	20145
21586	21565
588	527
882	807
6962	10839
25892	21121
6000	21969
28098	29101
14024	17193
372	901
22380	29465
29642	23711
8268	25223
8468	19681
18724	28125
8960	26917
17214	7519
238	127
23620	29503
19096	15181
926	905
9028	5599
4560	10869
28230	10101
566	513
17082	13951
25228	20331
21836	17495
19368	22337
28462	26069
6808	7141
17532	17535
13692	7679
7310	1837
590	449
21346	26465
28756	9537
13412	7595
13468	15675
2054	1771
12280	20241
7898	18437
23648	28003
8692	16729
6940	6837
29670	23835
22504	5351
2542	2103
25212	4809
9398	16337
24760	13093
24734	12743
21330	555
25182	27135
1632	4037
14852	8597
9224	29681
25688	28321
22862	16107
23846	12555
8818	17125
19466	28221
10486	24539
16976	18409
21800	24601
86	437
88	73
13620	12939
958	943
20878	7501
3880	1617
10528	14355
21710	8729
5580	4049
15508	16907
8122	18651
19374	27975
4666	5045
2316	2323
13958	11711
12892	10765
17764	14917
25812	28351
27454	17199
20730	10937
8946	19847
1848	1931
16026	3981
23794	19725
22656	28459
7878	26041
27124	17951
15624	25351
12046	13997
23698	22251
10526	5665
824	1499
10372	12187
3630	6323
14510	29033
25878	10323
13694	20669
15534	21499
9526	8561
10130	5785
27584	24547
16778	28827
8970	19573
18362	28095
15442	16893
12682	20237
28730	27411
19296	28169
1072	1537
23298	13671
16764	8707
20884	19707
11158	6125
21176	9197
27910	18463
22044	14191
15958	8947
11812	25957
9414	18493
10126	8447
22124	25627
26486	15207
28454	4101
7492	5319
25384	27553
20980	14467
27648	16827
13636	27367
9792	20553
23184	22041
2030	1957
25708	25183
12846	5845
11508	11921
28350	12473
11318	15263
11380	27749
7726	15295
11540	9629
16558	6347
23830	9073
29944	18669
19048	16521
14474	15899
21192	11651
9960	3203
27506	16201
19876	5361
13374	22617
25192	22805
9082	9219
20268	21129
29604	17159
19694	13393
7288	14921
184	695
3344	2061
22174	17431
14252	20791
1944	1755
25074	16979
25918	16811
11226	11301
8164	17759
3208	3179
28544	22023
1888	891
1708	2073
25130	25013
2656	3541
21298	12765
12804	10641
27666	14103
8520	2257
4262	26457
16672	21775
12162	13115
26512	22373
20094	14541
15496	15165
6556	21217
16796	13557
7744	4653
28712	19875
16200	2595
26196	19193
23006	15701
20680	27779
1914	3101
21876	10463
13198	9897
2582	2013
17740	12391
1186	1173
11876	10991
4180	3233
29800	29181
24044	27569
3276	8897
16700	10945
10990	12081
21944	15057
27250	19619
17382	12625
19484	17211
9996	10159
10496	8171
29788	25727
5000	13669
1786	1891
26900	15635
27342	2995
17890	3803
21152	19547
27190	28677
10016	14409
26380	1647
10136	10625
29172	24393
13598	12933
19538	20303
466	505
16254	21659
5460	18833
6078	5383
8064	6627
10224	26907
7002	26387
18614	29605
7582	3419
11494	25343
26742	21409
2132	839
312	219
6604	7273
18660	15781
2236	1943
19256	23975
18244	26691
16348	17239
26808	7237
1070	8839
26102	25227
29798	27793
7328	5989
29996	9049
9778	7109
21590	16067
26686	17271
13308	28033
18160	28065
14	633
9348	10311
29252	20281
25288	9493
21232	15559
12052	16169
14970	8689
9762	22649
3308	15099
20182	9481
14438	23001
2356	2521
25230	24225
19230	18221
2350	2295
18224	14239
18680	13277
19434	29815
25718	17071
5860	8649
7832	8435
19798	20973
1304	1183
27620	16615
11754	13441
13808	7583
5742	9535
24590	4379
20852	7027
2548	2321
27548	28753
17150	21933
3486	2997
9062	7319
19998	29211
20306	19563
7196	4145
2462	1371
23088	14321
14894	21037
18834	20315
25436	18015
13496	5497
8514	21285
28724	24083
20218	25219
20520	27375
13430	12251
3082	2863
17832	28001
1490	1357
1374	24271
17000	8017
6986	8949
21806	26195
13094	26637
18356	16157
28846	18639
28632	13789
6010	9281
27820	21797
20786	28457
17472	17191
12118	28721
24128	14433
5546	19281
21894	1085
4826	5963
22868	14445
9678	11689
10998	10337
4966	4949
8512	29775
6650	15063
28102	21891
942	865
19624	15761
9188	6381
18570	26013
704	965
18816	7157
7366	16871
20116	7139
13708	29773
27644	28783
20446	25263
4898	6143
14308	11879
21300	29295
14564	21461
21282	18899
3496	6387
13574	4305
17016	26383
26142	24097
17348	15861
15086	15963
1608	1581
23926	24847
22934	14819
9984	24087
11662	13853
9152	15027
17992	16135
322	369
21402	15247
23500	25947
24370	23309
29046	22965
27874	15089
3706	7707
29536	27251
23020	19705
21742	19815
7518	18811
5884	8533
12924	27463
2608	2567
4646	13119
22252	28793
17664	12031
8702	9879
22954	21959
29066	15441
22992	5357
20678	25597
23212	28965
28258	14615
17152	29359
20208	19093
18086	22643
1116	951
24654	15863
28600	28967
19170	6681
15654	27821
26144	14675
24220	26965
15554	3639
5992	5767
8544	22225
25294	28241
3452	4673
7680	7729
19614	18465
1362	929
6476	18571
29710	22455
22810	21923
24752	26085
15348	13201
27260	17219
27010	11329
18888	20187
14598	26497
20490	13191
15632	26875
27796	25175
13288	28029
5690	8083
